,산업분류,규모별,상용총근로시간,상용소정실근로시간,상용초과근로시간,상용정액급여,상용초과급여,상용특별급여
31,담배 제조업,5~9인,NaN,NaN,NaN,NaN,NaN,NaN
32,담배 제조업,10~29인,NaN,NaN,NaN,NaN,NaN,NaN
33,담배 제조업,30~99인,NaN,NaN,NaN,NaN,NaN,NaN
34,담배 제조업,100~299인,NaN,NaN,NaN,NaN,NaN,NaN
35,담배 제조업,300인이상,NaN,NaN,NaN,NaN,NaN,NaN
36,섬유제품 제조업; 의복 제외,5~9인,164.9333333333333,157.63333333333333,7.233333333333334,2936854.0,137730.66666666666,81929.33333333333
37,섬유제품 제조업; 의복 제외,10~29인,190.13333333333333,160.3,29.833333333333332,2757436.0,555196.6666666666,53626.333333333336
38,섬유제품 제조업; 의복 제외,30~99인,173.63333333333333,152.63333333333333,20.96666666666667,2429239.0,429217.6666666667,113990.33333333333
39,섬유제품 제조업; 의복 제외,100~299인,183.13333333333335,162.1,21.066666666666666,2921182.3333333335,610180.6666666666,301107.0
40,섬유제품 제조업; 의복 제외,300인이상,NaN,NaN,NaN,NaN,NaN,NaN
41,"의복, 의복 액세서리 및 모피제품 제조업",5~9인,163.03333333333333,163.03333333333333,NaN,2557650.6666666665,NaN,36071.666666666664
42,"의복, 의복 액세서리 및 모피제품 제조업",10~29인,162.96666666666667,158.23333333333332,4.766666666666667,3011825.0,90753.33333333333,89758.66666666667
43,"의복, 의복 액세서리 및 모피제품 제조업",30~99인,167.83333333333334,156.29999999999998,11.533333333333333,2961859.6666666665,220991.33333333334,59563.666666666664
44,"의복, 의복 액세서리 및 모피제품 제조업",100~299인,169.26666666666665,160.76666666666668,8.5,3678338.0,167340.0,129197.33333333333
45,"의복, 의복 액세서리 및 모피제품 제조업",300인이상,163.26666666666665,155.83333333333334,7.433333333333334,4271088.666666667,213295.66666666666,778763.3333333334
46,"가죽, 가방 및 신발 제조업",5~9인,158.16666666666666,154.13333333333333,4.033333333333333,3091037.0,23501.333333333332,82410.33333333333
47,"가죽, 가방 및 신발 제조업",10~29인,160.4,156.8,3.6333333333333333,2873713.0,81381.33333333333,25044.666666666668
48,"가죽, 가방 및 신발 제조업",30~99인,170.63333333333333,156.53333333333333,14.1,2723088.6666666665,256859.0,27656.666666666668
49,"가죽, 가방 및 신발 제조업",100~299인,161.2,154.83333333333334,6.366666666666666,3290967.6666666665,390959.6666666667,37565.333333333336
50,"가죽, 가방 및 신발 제조업",300인이상,NaN,NaN,NaN,NaN,NaN,NaN
51,목재 및 나무제품 제조업; 가구 제외,5~9인,173.53333333333333,161.83333333333334,11.733333333333334,2631677.6666666665,234815.66666666666,61322.666666666664
52,목재 및 나무제품 제조업; 가구 제외,10~29인,186.4333333333333,165.16666666666666,21.26666666666667,3052513.6666666665,355872.6666666667,182574.66666666666
53,목재 및 나무제품 제조업; 가구 제외,30~99인,212.86666666666665,163.63333333333333,49.199999999999996,3378640.6666666665,916367.0,330971.6666666667
