기업명,내용,고용형태,경력,주소1,주소2,기간,직무키워드
㈜유투바이오,                                ㈜유투바이오 IT연구소 인프라팀 S/W개발자 채용,신입·경력,학력무관,서울,서울 송파구,~03/22(화),"개발자, RDBMS, IT연구소, MS-SQL, MySQL, Oracle, .NET, jsp, 응용프로그래머, C#, Delphi"
㈜티엘비,                                (주)티엘비 QA 직원채용,신입·경력1년↑,대졸↑,경기,경기 안산시,~12/31(금),"자동제어, FPCB, PCB, 품질보증, QA"
아데코코리아,                                [판교/2차전지제조사] Reception 채용,경력2년↑,초대졸↑,경기,경기 성남시,~03/22(화),"전기, 전자, 리셉션, 비서, 안내, 안내데스크, 인포메이션"
㈜동양이엠에스,                                [주5일/방송사/자체계약직 전환 가능] KBS N 재무관리팀 회계정산 사원 채용,경력무관,학력무관,서울,서울 마포구,~12/30(목),"공중파방송, 인터넷방송, 종합유선방송, 경리, 관리회계, 전산회계, 전표입력, 회계"
㈜현대경제연구원,                                [현대경제연구원] ODA 영프로페셔널(YP) 인턴 채용,경력무관,대졸↑,서울,서울 종로구,~01/10(월),"경영연구소, 경제연구소, 연구원, 컨설팅, 사업기획, 신규사업·BD, 시장조사, 조사분석, 인문·사회과학, 경영·경제연구"
이투스교육㈜,                                [이투스교육] (CPO) 플랫폼기획자 채용 (경력)                            ,경력3년↑,초대졸↑,서울,서울 서초구,~01/31(월),"플랫폼기획, SaaS, 인터넷교육, 인터넷방송, 컨텐츠, 서비스기획, 웹서비스기획"
㈜휴넷,"                                2021년 ㈜휴넷 신사업 서비스 개발자 대규모 채용(백앤드, 프론트앤드, QA)                            ",경력3년↑,초대졸↑,서울,서울 구로구,~01/05(수),"백앤드개발, 백엔드 개발, 프론트앤드개발, JavaScript, MVC, DataMining, SI, SM, QA, .NET, ASP.NET, HTML, Java, MS-SQL, API, Java, 자바스크립트, CSS"
SK하이닉스㈜,                                이천사업장 비서 채용,신입·경력,초대졸↑,경기,경기 이천시,~01/05(수),"비서, 임원비서"
㈜한진,                                (주)한진 영업사원 경력직 채용(P&D/W&D/제주/국제특송)                            ,경력3년↑,대졸↑,서울 외,서울 중구 외,~01/04(화),"국제물류, 납품, 물류, 배송, 재고관리, 창고관리"
한국몰렉스(유),                                Footprint Strategy Development Engineer 채용,경력5년↑,대졸↑,경기,경기 안산시,~03/22(화),"전기설계, 전기회로, 전자회로, 변화관리, 전략"
